corridor_name,MainDTN,NFCh30m,NSCh2pD,TotCha,ChEBM,ChERM,ChE30,MDTN_B,MDTN_R,trucks_per_fast_charger,trucks_per_slow_charger,total_trucks_per_charger,fast_slow_ratio,fast_charger_percent,energy_per_fast_charger,energy_per_slow_charger,energy_per_truck,recommended_fast_chargers,fast_charger_deficit,charger_need_score
Hirtshalsmotorvejen Highway Corridor (Bindslev),1.78,1.0,1.0,2.0,0.42,0.18,0.61,1.12,0.66,1.12,0.66,0.89,1.0,50.0,0.42,0.18,0.34269662921348315,1.0,0,0.018524244399582113
Motorway E 4 Corridor (Södermanland County),7.63,1.0,4.0,5.0,0.52,4.28,4.79,0.88,6.74,0.88,1.685,1.526,0.25,20.0,0.52,1.07,0.6277850589777195,1.0,0,0.018295424647388606
DN1 Route (Arpașu de Sus),1.5,1.0,1.0,2.0,0.64,0.37,1.0,0.96,0.55,0.96,0.55,0.75,1.0,50.0,0.64,0.37,0.6666666666666666,1.0,0,0.018055922696693573
Motorway Autoroute des Deux Mers Corridor (Astaffort),1.31,1.0,1.0,2.0,0.63,0.24,0.86,0.97,0.35,0.97,0.35,0.655,1.0,50.0,0.63,0.24,0.6564885496183206,1.0,0,0.018039350894198003
L’Océane Highway Corridor (Saint-Jean-des-Échelles),5.01,1.0,3.0,4.0,0.59,2.68,3.28,0.89,4.12,0.89,1.3733333333333333,1.2525,0.3333333333333333,25.0,0.59,0.8933333333333334,0.654690618762475,1.0,0,0.01802388984592622
E 6 Route (Troms),0.95,1.0,0.0,1.0,0.66,0.0,0.66,0.95,0.0,0.95,,0.95,,100.0,0.66,,0.6947368421052632,1.0,0,0.017882656967002922
М-29 Highway Corridor (Rokytne),1.16,1.0,1.0,2.0,0.42,0.03,0.45,1.08,0.08,1.08,0.08,0.58,1.0,50.0,0.42,0.03,0.3879310344827587,1.0,0,0.017778357468398197
DN1 Route (Calea Lată),1.47,1.0,1.0,2.0,0.5,0.27,0.77,1.01,0.45,1.01,0.45,0.735,1.0,50.0,0.5,0.27,0.5238095238095238,1.0,0,0.017603133891106074
DN24 Route (Sălceni),1.16,1.0,1.0,2.0,0.64,0.15,0.79,0.93,0.23,0.93,0.23,0.58,1.0,50.0,0.64,0.15,0.6810344827586208,1.0,0,0.017541770294098008
Taurostos g. Route (Taukadažiai),3.26,1.0,2.0,3.0,0.44,1.01,1.45,0.99,2.27,0.99,1.135,1.0866666666666667,0.5,33.333333333333336,0.44,0.505,0.4447852760736197,1.0,0,0.01752189608139829
BD 818 Corridor (Norrbotten County),2.55,1.0,1.0,2.0,0.39,0.61,1.0,1.0,1.55,1.0,1.55,1.275,1.0,50.0,0.39,0.61,0.3921568627450981,1.0,0,0.01700455817278802
Motorway Autovía Ruta de la Plata Corridor (Monesterio),2.65,1.0,1.0,2.0,0.5,0.93,1.43,0.92,1.73,0.92,1.73,1.325,1.0,50.0,0.5,0.93,0.539622641509434,1.0,0,0.0168573018892651
М-05 Route (Odesa Oblast),4.890000000000001,2.0,2.0,4.0,0.72,1.1800000000000002,1.9100000000000001,1.85,3.04,0.925,1.52,1.2225000000000001,1.0,50.0,0.36,0.5900000000000001,0.39059304703476483,1.0,0,0.016639929058206576
E 4 Route (Grundsunda District),2.01,1.0,1.0,2.0,0.4,0.42,0.82,0.98,1.03,0.98,1.03,1.005,1.0,50.0,0.4,0.42,0.40796019900497515,1.0,0,0.016626449381842708
Motorway A 34 Corridor (Bairon et ses environs),1.26,1.0,1.0,2.0,0.55,0.21,0.76,0.91,0.35,0.91,0.35,0.63,1.0,50.0,0.55,0.21,0.6031746031746031,1.0,0,0.016614224828563548
Автомагистрала Тракия Highway Corridor (Levski),2.73,1.0,1.0,2.0,0.53,1.18,1.7,0.88,1.85,0.88,1.85,1.365,1.0,50.0,0.53,1.18,0.6227106227106227,1.0,0,0.01659924127123229
E 14 Route (Sättna District),1.2,1.0,1.0,2.0,0.42,0.09,0.51,0.98,0.22,0.98,0.22,0.6,1.0,50.0,0.42,0.09,0.42500000000000004,1.0,0,0.016489382902917366
Megårdtunnelen Route (Nordland),1.83,1.0,1.0,2.0,0.58,0.69,1.28,0.84,0.99,0.84,0.99,0.915,1.0,50.0,0.58,0.69,0.6994535519125683,1.0,0,0.016142556771996507
Motorway Autostrada Azzurra Corridor (Tolfa),0.87,1.0,0.0,1.0,0.57,0.0,0.57,0.87,0.0,0.87,,0.87,,100.0,0.57,,0.6551724137931034,1.0,0,0.016107857879446814
DN24 Route (Galați),0.85,1.0,0.0,1.0,0.59,0.0,0.59,0.85,0.0,0.85,,0.85,,100.0,0.59,,0.6941176470588235,1.0,0,0.01599616053790237
E 6 Route (Nordland),0.97,1.0,1.0,2.0,0.59,0.09,0.68,0.84,0.13,0.84,0.13,0.485,1.0,50.0,0.59,0.09,0.7010309278350516,1.0,0,0.015909266955849606
Motorway Autoroute des Estuaires Corridor (Saint-Jean-le-Thomas),1.52,1.0,1.0,2.0,0.58,0.49,1.08,0.83,0.69,0.83,0.69,0.76,1.0,50.0,0.58,0.49,0.7105263157894737,1.0,0,0.01589995917241799
L’Océane Highway Corridor (Maintenon),3.45,1.0,2.0,3.0,0.54,1.73,2.27,0.8,2.65,0.8,1.325,1.1500000000000001,0.5,33.333333333333336,0.54,0.865,0.6579710144927536,1.0,0,0.01589530626579344
Motorway M180 Corridor (Hibaldstow),1.26,1.0,1.0,2.0,0.55,0.28,0.83,0.85,0.42,0.85,0.42,0.63,1.0,50.0,0.55,0.28,0.6587301587301587,1.0,0,0.01583214963248291
М-19 Route (Zalishchyky),5.0,1.0,3.0,4.0,0.34,2.05,2.39,0.86,4.14,0.86,1.38,1.25,0.3333333333333333,25.0,0.34,0.6833333333333332,0.47800000000000004,1.0,0,0.01567627575160729
М5 Route (Навасёлкаўскі сельскі Савет),1.88,1.0,1.0,2.0,0.45,0.57,1.03,0.88,1.0,0.88,1.0,0.94,1.0,50.0,0.45,0.57,0.547872340425532,1.0,0,0.015666508508607298
Motorway Autovía del Sur Corridor (Marmolejo),2.84,1.0,2.0,3.0,0.48,1.17,1.65,0.82,2.01,0.82,1.005,0.9466666666666667,0.5,33.333333333333336,0.48,0.585,0.5809859154929577,1.0,0,0.015466406240925896
Донецьке шосе Route (Dnipro),1.29,1.0,1.0,2.0,0.35,0.14,0.49,0.92,0.37,0.92,0.37,0.645,1.0,50.0,0.35,0.14,0.3798449612403101,1.0,0,0.015193069387474976
Motorway Autoestrada da Beira Interior Corridor (Torres Novas),2.06,1.0,1.0,2.0,0.52,0.81,1.34,0.78,1.28,0.78,1.28,1.03,1.0,50.0,0.52,0.81,0.6504854368932039,1.0,0,0.014975055806746185
Motorway Autostrada Palermo-Catania Corridor (Cerda),2.96,1.0,2.0,3.0,0.63,1.45,2.08,0.68,2.27,0.68,1.135,0.9866666666666667,0.5,33.333333333333336,0.63,0.725,0.7027027027027027,1.0,0,0.014856789684267558
Автомагистрала Тракия Highway Corridor (Sokolovo),1.42,1.0,1.0,2.0,0.51,0.42,0.92,0.78,0.64,0.78,0.64,0.71,1.0,50.0,0.51,0.42,0.647887323943662,1.0,0,0.01466519207338464
Motorway Autostrada Transilvania Corridor (Baciu),1.11,1.0,1.0,2.0,0.52,0.2,0.72,0.78,0.33,0.78,0.33,0.555,1.0,50.0,0.52,0.2,0.6486486486486486,1.0,0,0.014631058558724166
DN65 Corridor (Olt),1.54,1.0,1.0,2.0,0.49,0.45,0.94,0.78,0.76,0.78,0.76,0.77,1.0,50.0,0.49,0.45,0.6103896103896104,1.0,0,0.014552407919536095
М-14 Route (Mykolaiv Oblast),3.07,1.0,2.0,3.0,0.32,0.86,1.18,0.83,2.24,0.83,1.12,1.0233333333333332,0.5,33.333333333333336,0.32,0.43,0.38436482084690554,1.0,0,0.014430144148723551
N 176 Route (Beaussais-sur-Mer),1.56,1.0,1.0,2.0,0.54,0.6,1.13,0.74,0.82,0.74,0.82,0.78,1.0,50.0,0.54,0.6,0.7243589743589742,1.0,0,0.014428857597332163
Via Baltica Highway Corridor (Borowe),7.5,1.0,4.0,5.0,0.28,3.37,3.65,0.73,6.77,0.73,1.6925,1.5,0.25,20.0,0.28,0.8425,0.48666666666666664,1.0,0,0.014418326095852337
Motorway A1 Corridor (Bytlaukis),2.84,1.0,2.0,3.0,0.39,0.96,1.35,0.79,2.05,0.79,1.025,0.9466666666666667,0.5,33.333333333333336,0.39,0.48,0.47535211267605637,1.0,0,0.014372304672744099
L'Européenne Highway Corridor (Bernaville),2.56,1.0,1.0,2.0,0.5,1.22,1.72,0.72,1.83,0.72,1.83,1.28,1.0,50.0,0.5,1.22,0.671875,1.0,0,0.014217795356025811
Tekirdağ - İpsala Yolu Route (İpsala),1.64,1.0,1.0,2.0,0.4,0.47,0.87,0.8,0.83,0.8,0.83,0.82,1.0,50.0,0.4,0.47,0.5304878048780488,1.0,0,0.01414624591805539
Valtatie Route (Lieto),1.05,1.0,1.0,2.0,0.5,0.21,0.71,0.75,0.3,0.75,0.3,0.525,1.0,50.0,0.5,0.21,0.6761904761904761,1.0,0,0.014062058380894294
Grongbrua Route (Trøndelag),3.77,1.0,2.0,3.0,0.47,2.07,2.53,0.69,3.08,0.69,1.54,1.2566666666666666,0.5,33.333333333333336,0.47,1.035,0.6710875331564986,1.0,0,0.014030546964541812
E 14 Route (Jämtland County),2.15,2.0,2.0,4.0,0.87,0.28,1.1600000000000001,1.51,0.64,0.755,0.32,0.5375,1.0,50.0,0.435,0.14,0.5395348837209303,1.0,0,0.014017775493993915
Ljusnegatan Route (Jämtland County),0.85,1.0,0.0,1.0,0.33,0.0,0.33,0.85,0.0,0.85,,0.85,,100.0,0.33,,0.38823529411764707,1.0,0,0.01396508684638254
E 4 Route (Trönö),6.75,1.0,4.0,5.0,0.37,2.78,3.15,0.64,6.11,0.64,1.5275,1.35,0.25,20.0,0.37,0.695,0.4666666666666667,1.0,0,0.013676700497118641
DN28 Route (Alexandru I. Cuza),1.46,1.0,1.0,2.0,0.4,0.37,0.77,0.76,0.7,0.76,0.7,0.73,1.0,50.0,0.4,0.37,0.5273972602739726,1.0,0,0.013559684028060619
Route du Vivier Danger Corridor (Villers-Vermont),1.56,1.0,1.0,2.0,0.47,0.56,1.03,0.71,0.85,0.71,0.85,0.78,1.0,50.0,0.47,0.56,0.6602564102564102,1.0,0,0.01349099246695958
Εγνατία Οδός Highway Corridor (Lofiskos),1.09,1.0,1.0,2.0,0.45,0.22,0.67,0.73,0.36,0.73,0.36,0.545,1.0,50.0,0.45,0.22,0.6146788990825688,1.0,0,0.01342525964899793
М8 Route (Сідаравіцкі сельскі Савет),1.59,1.0,1.0,2.0,0.31,0.31,0.62,0.8,0.79,0.8,0.79,0.795,1.0,50.0,0.31,0.31,0.38993710691823896,1.0,0,0.01342507682959696
Steinkjervegen Route (Trøndelag),1.08,1.0,1.0,2.0,0.49,0.27,0.76,0.7,0.38,0.7,0.38,0.54,1.0,50.0,0.49,0.27,0.7037037037037037,1.0,0,0.013343073902912657
Антонівський міст Route (Заплава),1.87,1.0,1.0,2.0,0.3,0.42,0.72,0.79,1.08,0.79,1.08,0.935,1.0,50.0,0.3,0.42,0.3850267379679144,1.0,0,0.013318001407253822
Dovrevegen Route (Trøndelag),1.48,1.0,1.0,2.0,0.47,0.52,0.99,0.69,0.79,0.69,0.79,0.74,1.0,50.0,0.47,0.52,0.668918918918919,1.0,0,0.013201332545625584
Sågverksgatan Route (Västerbotten County),2.3499999999999996,2.0,2.0,4.0,0.67,0.42000000000000004,1.09,1.47,0.8799999999999999,0.735,0.43999999999999995,0.5874999999999999,1.0,50.0,0.335,0.21000000000000002,0.46382978723404267,1.0,0,0.013048322046188741
Strada Mihai Bravu Route (Amaru),2.57,1.0,1.0,2.0,0.44,1.25,1.69,0.66,1.9,0.66,1.9,1.285,1.0,50.0,0.44,1.25,0.6575875486381323,1.0,0,0.012970631870180913
Motorway A 85 Corridor (Val-Fouzon),0.69,1.0,0.0,1.0,0.46,0.0,0.46,0.69,0.0,0.69,,0.69,,100.0,0.46,,0.6666666666666667,1.0,0,0.012837153457313195
Motorway M62 Corridor (Blacktoft),0.84,1.0,1.0,2.0,0.43,0.1,0.53,0.69,0.15,0.69,0.15,0.42,1.0,50.0,0.43,0.1,0.630952380952381,1.0,0,0.012657114155550214
Namsenvegen Route (Trøndelag),12.709999999999999,2.0,7.0,9.0,0.6000000000000001,8.01,8.61,0.8700000000000001,11.84,0.43500000000000005,1.6914285714285715,1.412222222222222,0.2857142857142857,22.22222222222222,0.30000000000000004,1.1442857142857144,0.6774193548387096,1.0,0,0.012615912814891104
Motorway Autovía Ruta de la Plata Corridor (Torrejoncillo),1.02,1.0,1.0,2.0,0.34,0.14,0.47,0.73,0.29,0.73,0.29,0.51,1.0,50.0,0.34,0.14,0.46078431372549017,1.0,0,0.012540612075403502
Motorway Autostrada A3 Napoli-Salerno Corridor (Giugliano in Campania),1.75,1.0,1.0,2.0,0.41,0.71,1.12,0.65,1.09,0.65,1.09,0.875,1.0,50.0,0.41,0.71,0.64,1.0,0,0.012309007407055698
Motorway Autopista de la Mediterrània Corridor (les Coves de Vinromà),3.17,1.0,2.0,3.0,0.38,1.53,1.91,0.62,2.55,0.62,1.275,1.0566666666666666,0.5,33.333333333333336,0.38,0.765,0.6025236593059937,1.0,0,0.012197800512502882
Motorway Autovía del Mediterráneo Corridor (Molina de Segura),11.62,1.0,6.0,7.0,0.22,6.87,7.09,0.48,11.15,0.48,1.8583333333333334,1.66,0.16666666666666666,14.285714285714286,0.22,1.145,0.6101549053356282,1.0,0,0.012182831881405235
Strada Unirii Route (Almașu Mic),8.23,1.0,4.0,5.0,0.26,3.32,3.58,0.55,7.68,0.55,1.92,1.6460000000000001,0.25,20.0,0.26,0.83,0.4349939246658566,1.0,0,0.01218019879722866
Βόρειος Οδικός Άξονας Κρήτης Route (Chania),1.3,1.0,1.0,2.0,0.31,0.25,0.56,0.7,0.6,0.7,0.6,0.65,1.0,50.0,0.31,0.25,0.4307692307692308,1.0,0,0.012016608483224268
Vinjefjordsveien Route (Møre og Romsdal),1.38,1.0,1.0,2.0,0.32,0.46,0.78,0.69,0.69,0.69,0.69,0.69,1.0,50.0,0.32,0.46,0.5652173913043479,1.0,0,0.011993349025422553
М-06 Route (Borivka),5.69,1.0,3.0,4.0,0.24,1.97,2.21,0.61,5.08,0.61,1.6933333333333334,1.4225,0.3333333333333333,25.0,0.24,0.6566666666666666,0.3884007029876977,1.0,0,0.011886297544999105
М-02 Route (Hrudy),2.03,1.0,1.0,2.0,0.27,0.52,0.79,0.69,1.34,0.69,1.34,1.015,1.0,50.0,0.27,0.52,0.38916256157635476,1.0,0,0.011838124469019835
Motorway Autoroute de Normandie Corridor (Moisson),1.12,1.0,1.0,2.0,0.41,0.31,0.72,0.63,0.49,0.63,0.49,0.56,1.0,50.0,0.41,0.31,0.6428571428571428,1.0,0,0.011820191184235272
Motorway A 46 Corridor (Sundern),1.33,1.0,1.0,2.0,0.34,0.34,0.67,0.66,0.67,0.66,0.67,0.665,1.0,50.0,0.34,0.34,0.5037593984962406,1.0,0,0.011740442746874509
М-01 Route (Kyiv Oblast),2.52,1.0,1.0,2.0,0.26,0.71,0.96,0.67,1.85,0.67,1.85,1.26,1.0,50.0,0.26,0.71,0.38095238095238093,1.0,0,0.011676744677594443
Tallinn — Narva Route (Ida-Viru County),0.79,1.0,1.0,2.0,0.42,0.09,0.51,0.62,0.17,0.62,0.17,0.395,1.0,50.0,0.42,0.09,0.6455696202531646,1.0,0,0.011648469756234582
Motorway A 1 Corridor (Schackendorf),0.71,1.0,1.0,2.0,0.39,0.04,0.42,0.64,0.07,0.64,0.07,0.355,1.0,50.0,0.39,0.04,0.5915492957746479,1.0,0,0.011645838642240516
М-30 Route (Dnipropetrovsk Oblast),3.3499999999999996,3.0,2.0,5.0,0.74,0.54,1.29,1.9500000000000002,1.4,0.65,0.7,0.6699999999999999,1.5,60.0,0.24666666666666667,0.27,0.3850746268656717,1.0,0,0.01161244028442276
Traforo stradale del Colle di Tenda Corridor (Belvédère),1.22,1.0,1.0,2.0,0.42,0.42,0.84,0.6,0.62,0.6,0.62,0.61,1.0,50.0,0.42,0.42,0.6885245901639344,1.0,0,0.011543482041733458
Motorway E 18 Corridor (Homborsund),0.7,1.0,1.0,2.0,0.41,0.06,0.47,0.62,0.09,0.62,0.09,0.35,1.0,50.0,0.41,0.06,0.6714285714285715,1.0,0,0.011537762324359466
Tunel Sozina Route (Boljevići),0.67,1.0,0.0,1.0,0.31,0.0,0.31,0.67,0.0,0.67,,0.67,,100.0,0.31,,0.46268656716417905,1.0,0,0.011397446394390404
Motorway E 4 Corridor (Kronoberg County),0.63,1.0,0.0,1.0,0.37,0.0,0.37,0.63,0.0,0.63,,0.63,,100.0,0.37,,0.5873015873015873,1.0,0,0.011330288149110744
Bulevardul Republicii Route (Bâltanele),0.62,1.0,0.0,1.0,0.37,0.0,0.37,0.62,0.0,0.62,,0.62,,100.0,0.37,,0.5967741935483871,1.0,0,0.011196321259433914
Ämmänsaarentie Route (Hyrynsalmi),0.6,1.0,0.0,1.0,0.4,0.0,0.4,0.6,0.0,0.6,,0.6,,100.0,0.4,,0.6666666666666667,1.0,0,0.011162742136794083
Αμβρακία Οδός Highway Corridor (Municipal Unit of Medeon),0.79,1.0,1.0,2.0,0.39,0.12,0.5,0.6,0.2,0.6,0.2,0.395,1.0,50.0,0.39,0.12,0.6329113924050632,1.0,0,0.011153423367493876
Motorway A 31 Corridor (Neuenhaus),1.18,1.0,1.0,2.0,0.31,0.27,0.59,0.63,0.55,0.63,0.55,0.59,1.0,50.0,0.31,0.27,0.5,1.0,0,0.011060735137169521
Motorway A1 Corridor (Grad Vrgorac),3.18,1.0,2.0,3.0,0.26,1.01,1.27,0.6,2.58,0.6,1.29,1.06,0.5,33.333333333333336,0.26,0.505,0.3993710691823899,1.0,0,0.011003311177284085
Motorway A 23 Corridor (Grevenkop),0.99,1.0,1.0,2.0,0.31,0.19,0.51,0.63,0.36,0.63,0.36,0.495,1.0,50.0,0.31,0.19,0.5151515151515151,1.0,0,0.010991935687565117
Автомагистрала Тракия Highway Corridor (Cherna Gora),0.63,1.0,1.0,2.0,0.39,0.03,0.42,0.59,0.05,0.59,0.05,0.315,1.0,50.0,0.39,0.03,0.6666666666666666,1.0,0,0.010965141122866204
DN59 Route (Cerna),1.73,1.0,1.0,2.0,0.26,0.46,0.72,0.63,1.1,0.63,1.1,0.865,1.0,50.0,0.26,0.46,0.4161849710982659,1.0,0,0.010869300344132906
Т-12-15 Route (Kirovohrad Oblast),1.57,1.0,1.0,2.0,0.25,0.36,0.61,0.64,0.93,0.64,0.93,0.785,1.0,50.0,0.25,0.36,0.3885350318471337,1.0,0,0.0108635916126275
М-17 Route (Brylivka),1.44,1.0,1.0,2.0,0.24,0.31,0.56,0.64,0.81,0.64,0.81,0.72,1.0,50.0,0.24,0.31,0.38888888888888895,1.0,0,0.010738400086098826
М5 Route (Любоніцкі сельскі Савет),2.82,1.0,2.0,3.0,0.29,1.13,1.42,0.57,2.25,0.57,1.125,0.94,0.5,33.333333333333336,0.29,0.565,0.5035460992907801,1.0,0,0.010716271384075568
Motorway Autoroute des Estuaires Corridor (Domagné),1.49,1.0,1.0,2.0,0.36,0.61,0.97,0.56,0.93,0.56,0.93,0.745,1.0,50.0,0.36,0.61,0.6510067114093959,1.0,0,0.01065115690316357
Kajaanintie Route (Kuusamo),0.68,1.0,1.0,2.0,0.39,0.08,0.47,0.56,0.12,0.56,0.12,0.34,1.0,50.0,0.39,0.08,0.6911764705882352,1.0,0,0.010592208643142836
A6 Route (Daudzeses pagasts),0.59,1.0,0.0,1.0,0.34,0.0,0.34,0.59,0.0,0.59,,0.59,,100.0,0.34,,0.576271186440678,1.0,0,0.0105600659336896
Криворізьке шосе Route (Dnipropetrovsk Oblast),3.38,2.0,2.0,4.0,0.45,0.86,1.31,1.1600000000000001,2.21,0.5800000000000001,1.105,0.845,1.0,50.0,0.225,0.43,0.38757396449704146,1.0,0,0.010541626152358867
Motorway A1(M) Corridor (Willington),0.74,1.0,1.0,2.0,0.42,0.15,0.56,0.53,0.21,0.53,0.21,0.37,1.0,50.0,0.42,0.15,0.7567567567567568,1.0,0,0.010457251843796683
L'Arverne Highway Corridor (Fussy),1.82,1.0,1.0,2.0,0.35,0.84,1.19,0.54,1.27,0.54,1.27,0.91,1.0,50.0,0.35,0.84,0.6538461538461537,1.0,0,0.010431840733123941
Motorway A 81 Corridor (Erbrée),2.71,1.0,2.0,3.0,0.34,1.42,1.76,0.52,2.18,0.52,1.09,0.9033333333333333,0.5,33.333333333333336,0.34,0.71,0.6494464944649446,1.0,0,0.010415301888234132
Forsbäck Route (Västerbotten County),1.55,1.0,1.0,2.0,0.24,0.42,0.66,0.61,0.93,0.61,0.93,0.775,1.0,50.0,0.24,0.42,0.42580645161290326,1.0,0,0.010387193748355795
DN68A Route (Coșava),5.24,1.0,3.0,4.0,0.29,3.18,3.46,0.46,4.79,0.46,1.5966666666666667,1.31,0.3333333333333333,25.0,0.29,1.06,0.6603053435114503,1.0,0,0.010158754584468032
Tampereenväylä Highway Corridor (Urjala),1.01,1.0,1.0,2.0,0.35,0.3,0.66,0.54,0.47,0.54,0.47,0.505,1.0,50.0,0.35,0.3,0.6534653465346535,1.0,0,0.01013853781638938
М-14 Route (Chornomorka),1.44,1.0,1.0,2.0,0.23,0.33,0.56,0.59,0.85,0.59,0.85,0.72,1.0,50.0,0.23,0.33,0.38888888888888895,1.0,0,0.010008552537127022
Slunjčica Corridor (Grad Slunj),0.64,1.0,1.0,2.0,0.25,0.02,0.27,0.6,0.04,0.6,0.04,0.32,1.0,50.0,0.25,0.02,0.421875,1.0,0,0.010005452947878506
Diramazione per Via Giafar Highway Corridor (Misilmeri),1.01,1.0,1.0,2.0,0.34,0.31,0.65,0.52,0.49,0.52,0.49,0.505,1.0,50.0,0.34,0.31,0.6435643564356436,1.0,0,0.009799727865457892
Motorway Autovía del Mediterráneo Corridor (Turre),0.89,1.0,1.0,2.0,0.32,0.22,0.54,0.53,0.36,0.53,0.36,0.445,1.0,50.0,0.32,0.22,0.6067415730337079,1.0,0,0.009730385009701439
DN12 Route (Măgheruș),1.08,1.0,1.0,2.0,0.33,0.39,0.72,0.51,0.57,0.51,0.57,0.54,1.0,50.0,0.33,0.39,0.6666666666666666,1.0,0,0.009616610946183574
вулиця Івана Франка Route (Vinnytsia Oblast),0.8,1.0,1.0,2.0,0.22,0.09,0.31,0.58,0.23,0.58,0.23,0.4,1.0,50.0,0.22,0.09,0.38749999999999996,1.0,0,0.009568342937752036
Motorway A 28 Corridor (Lisores),3.49,1.0,2.0,3.0,0.32,2.14,2.46,0.44,3.05,0.44,1.525,1.1633333333333333,0.5,33.333333333333336,0.32,1.07,0.7048710601719197,1.0,0,0.009498738368061792
Motorway Autostrada d'Alemagna Corridor (Belluno),0.52,1.0,1.0,2.0,0.49,0.07,0.56,0.42,0.1,0.42,0.1,0.26,1.0,50.0,0.49,0.07,1.076923076923077,1.0,0,0.009490612329386541
Симферопольская улица Route (Филатовское сельское поселение),0.62,1.0,1.0,2.0,0.22,0.02,0.24,0.57,0.05,0.57,0.05,0.31,1.0,50.0,0.22,0.02,0.3870967741935484,1.0,0,0.009372818645797584
Ysitie Route (Kuopio),2.61,1.0,2.0,3.0,0.31,1.44,1.75,0.46,2.14,0.46,1.07,0.87,0.5,33.333333333333336,0.31,0.72,0.6704980842911877,1.0,0,0.009362661798805773
6 Corridor (Binkos),1.34,1.0,1.0,2.0,0.29,0.53,0.82,0.5,0.84,0.5,0.84,0.67,1.0,50.0,0.29,0.53,0.6119402985074626,1.0,0,0.009267938819799827
DN1F Route (Dorna),0.5,1.0,0.0,1.0,0.3,0.0,0.3,0.5,0.0,0.5,,0.5,,100.0,0.3,,0.6,1.0,0,0.009041891050979706
Motorway A9 Corridor (Saint-Martin (VS)),1.34,1.0,1.0,2.0,0.31,0.57,0.88,0.47,0.88,0.47,0.88,0.67,1.0,50.0,0.31,0.57,0.6567164179104478,1.0,0,0.009033137659568728
4 Corridor (Mikre),0.49,1.0,0.0,1.0,0.31,0.0,0.31,0.49,0.0,0.49,,0.49,,100.0,0.31,,0.6326530612244898,1.0,0,0.008986042380207487
Motorway A 7 Corridor (Goslar),1.42,1.0,1.0,2.0,0.25,0.51,0.76,0.5,0.91,0.5,0.91,0.71,1.0,50.0,0.25,0.51,0.5352112676056339,1.0,0,0.008984434133488508
М-18 Route (Ukrainka),1.28,1.0,1.0,2.0,0.2,0.29,0.49,0.53,0.75,0.53,0.75,0.64,1.0,50.0,0.2,0.29,0.3828125,1.0,0,0.008934186305718326
Kasitie Route (Siikajoki),0.5,1.0,1.0,2.0,0.31,0.01,0.32,0.48,0.02,0.48,0.02,0.25,1.0,50.0,0.31,0.01,0.64,1.0,0,0.008859317537857438
Strada Statale 407 Basentana Route (Pietrapertosa),0.69,1.0,1.0,2.0,0.3,0.14,0.44,0.47,0.22,0.47,0.22,0.345,1.0,50.0,0.3,0.14,0.6376811594202899,1.0,0,0.008719652902543791
DN6 Route (Sălbăgel),0.57,1.0,1.0,2.0,0.3,0.05,0.35,0.47,0.1,0.47,0.1,0.285,1.0,50.0,0.3,0.05,0.6140350877192983,1.0,0,0.008676200618583116
Motorway A1 Corridor (Općina Baška Voda),2.26,1.0,1.0,2.0,0.22,0.7,0.92,0.47,1.79,0.47,1.79,1.13,1.0,50.0,0.22,0.7,0.4070796460176992,1.0,0,0.008663207866459095
Motorway Autovía del Camino de Santiago Corridor (Sotresgudo),6.4,1.0,4.0,5.0,0.21,3.68,3.89,0.36,6.03,0.36,1.5075,1.28,0.25,20.0,0.21,0.92,0.6078125,1.0,0,0.008650388918049966
М-18 Route (Prymorske),0.85,1.0,1.0,2.0,0.2,0.13,0.33,0.52,0.33,0.52,0.33,0.425,1.0,50.0,0.2,0.13,0.38823529411764707,1.0,0,0.008648136422179133
E39 Kvinesdal Route (Agder),14.77,1.0,8.0,9.0,0.12,9.61,9.73,0.18,14.58,0.18,1.8225,1.641111111111111,0.125,11.11111111111111,0.12,1.20125,0.6587677725118484,1.0,0,0.008631896165923709
DN12 Route (Cernat),0.53,1.0,1.0,2.0,0.31,0.05,0.36,0.46,0.07,0.46,0.07,0.265,1.0,50.0,0.31,0.05,0.6792452830188679,1.0,0,0.008609488876820729
Захисників України вулиця Route (Novopustynka),0.84,1.0,1.0,2.0,0.19,0.13,0.32,0.5,0.34,0.5,0.34,0.42,1.0,50.0,0.19,0.13,0.380952380952381,1.0,0,0.008305705447584254
DN1;DN1A Route (Negoiești),0.6,1.0,1.0,2.0,0.28,0.09,0.36,0.45,0.15,0.45,0.15,0.3,1.0,50.0,0.28,0.09,0.6,1.0,0,0.00827013551973719
Motorway Eix Transversal Corridor (Aguilar de Segarra),1.44,1.0,1.0,2.0,0.27,0.59,0.86,0.43,1.0,0.43,1.0,0.72,1.0,50.0,0.27,0.59,0.5972222222222222,1.0,0,0.008235491556530432
Damsgårdstunnelen Highway Corridor (Ask),15.99,1.0,8.0,9.0,0.06,4.54,4.61,0.15,15.84,0.15,1.98,1.7766666666666666,0.125,11.11111111111111,0.06,0.5675,0.2883051907442151,1.0,0,0.008213914141389275
Motorway Autoroute du Soleil Corridor (Sceaux-du-Gâtinais),2.46,1.0,2.0,3.0,0.25,1.32,1.57,0.41,2.05,0.41,1.025,0.82,0.5,33.333333333333336,0.25,0.66,0.6382113821138212,1.0,0,0.008187907800360078
Motorway Autoroute des Deux Mers Corridor (Madaillan),0.43,1.0,0.0,1.0,0.3,0.0,0.3,0.43,0.0,0.43,,0.43,,100.0,0.3,,0.6976744186046512,1.0,0,0.008104122823241905
